best_eval_accuracy = 0.2743718592964824
eval_accuracy = 0.2743718592964824
eval_loss = 1.3837420621657754
global_step = 832
loss = 0.35055488902219556
0	1	2	[0.8    0.7676 0.8003 0.745 ]
1028	2	1	[0.8335 0.856  0.823  0.8125]
1029	1	2	[0.756  0.7554 0.779  0.693 ]
1030	0	3	[0.7783 0.756  0.693  0.779 ]
1031	1	1	[0.884  0.9004 0.8784 0.9004]
1032	2	0	[0.885  0.8413 0.8413 0.874 ]
1033	3	3	[0.549 0.544 0.549 0.555]
1034	3	3	[0.5713 0.548  0.5654 0.572 ]
1035	1	3	[0.556 0.579 0.573 0.585]
1036	3	1	[0.77  0.776 0.753 0.748]
1037	0	3	[0.658  0.6694 0.653  0.6865]
1038	2	0	[0.789  0.7666 0.778  0.772 ]
1039	0	0	[0.6807 0.6807 0.6807 0.6353]
1040	2	0	[0.6934 0.671  0.687  0.6816]
1041	1	0	[0.594 0.594 0.594 0.594]
1042	1	2	[0.6367 0.637  0.6826 0.643 ]
1043	2	0	[0.846  0.835  0.8457 0.7676]
1044	2	3	[0.8086 0.8193 0.808  0.82  ]
1045	0	3	[0.7617 0.7505 0.7617 0.7676]
1046	0	2	[0.6147 0.665  0.671  0.671 ]
1047	2	0	[0.6636 0.663  0.663  0.6636]
1048	0	3	[0.8423 0.8477 0.853  0.8647]
1049	2	1	[0.612  0.6626 0.6626 0.6626]
1050	3	3	[0.627  0.6274 0.627  0.638 ]
1051	3	2	[0.637 0.637 0.643 0.632]
1052	0	0	[0.643 0.637 0.637 0.643]
1053	1	1	[0.879  0.9014 0.8516 0.8735]
1054	1	0	[0.7656 0.715  0.709  0.7603]
1055	3	3	[0.629  0.6177 0.6235 0.6406]
1056	1	1	[0.6177 0.6855 0.629  0.6235]
1057	1	0	[0.6504 0.5996 0.6387 0.6055]
1058	2	1	[0.6504 0.701  0.6616 0.6675]
1059	3	1	[0.6963 0.7183 0.713  0.7134]
1060	0	1	[0.7876 0.816  0.788  0.782 ]
1061	2	0	[0.8613 0.856  0.8613 0.84  ]
1062	2	2	[0.637  0.619  0.655  0.6143]
1063	3	0	[0.6406 0.64   0.64   0.6396]
1064	1	1	[0.9844 1.014  0.968  0.9453]
1065	2	3	[0.863  0.879  0.8794 0.9014]
1066	0	1	[0.7236 0.74   0.7173 0.7124]
1067	3	2	[0.7124 0.7173 0.74   0.7173]
1068	1	3	[0.718  0.7173 0.729  0.7344]
1069	1	3	[0.718  0.7227 0.729  0.7344]
1070	2	2	[0.8477 0.843  0.886  0.842 ]
1071	3	2	[0.636  0.664  0.6987 0.6763]
1072	1	2	[0.664  0.6875 0.6987 0.636 ]
1073	3	1	[0.619  0.659  0.6587 0.6475]
1074	0	0	[0.681  0.619  0.659  0.6587]
1075	0	3	[0.954  0.9766 0.9375 0.9824]
1076	0	0	[0.988  0.9136 0.9824 0.959 ]
1077	0	0	[0.6855 0.6685 0.657  0.657 ]
1078	2	1	[0.6157 0.6216 0.6216 0.615 ]
1079	3	2	[0.864  0.8584 0.913  0.88  ]
1080	2	3	[0.9717 0.988  0.988  0.9883]
1081	3	0	[0.9883 0.988  0.9717 0.983 ]
1082	0	0	[0.7085 0.68   0.663  0.64  ]
1083	2	2	[0.554 0.554 0.578 0.578]
1084	2	1	[0.4963 0.5083 0.496  0.5083]
1085	3	2	[0.715  0.726  0.7314 0.7314]
1086	1	0	[0.5537 0.536  0.5474 0.548 ]
1087	0	3	[0.799 0.804 0.793 0.81 ]
1088	1	1	[0.81   0.8154 0.793  0.804 ]
1089	3	2	[0.6064 0.583  0.6123 0.595 ]
1090	3	0	[0.706  0.6836 0.6196 0.706 ]
1091	0	1	[0.6206 0.6367 0.585  0.5503]
1092	3	3	[0.603  0.597  0.5913 0.6143]
1093	3	1	[0.6396 0.6567 0.6567 0.6343]
1094	2	3	[0.867  0.901  0.889  0.9116]
1095	1	1	[0.68  0.691 0.669 0.68 ]
1096	3	3	[0.675  0.6978 0.6973 0.7837]
1097	2	1	[0.751  0.784  0.762  0.7734]
1098	2	3	[0.943 0.92  0.92  0.959]
1099	0	3	[0.9307 0.943  0.92   0.959 ]
1100	3	0	[0.5303 0.512  0.519  0.5063]
1101	3	1	[0.7227 0.781  0.672  0.7285]
1102	0	0	[0.8506 0.8506 0.8506 0.8057]
1103	2	1	[0.657  0.691  0.6797 0.6406]
1104	2	3	[0.669  0.737  0.6685 0.754 ]
1105	0	0	[0.8223 0.822  0.81   0.794 ]
1106	0	2	[0.658  0.6807 0.681  0.6636]
1107	3	3	[0.7754 0.781  0.7974 0.8247]
1108	3	0	[0.536  0.5063 0.507  0.513 ]
1109	0	1	[0.5933 0.6045 0.575  0.5815]
1110	1	1	[0.791  0.7964 0.7905 0.785 ]
1111	2	2	[0.656  0.587  0.6846 0.644 ]
1112	3	3	[0.5776 0.6133 0.5664 0.625 ]
1113	1	1	[0.6704 0.687  0.6704 0.659 ]
1114	2	3	[0.7515 0.786  0.798  0.8257]
1115	1	0	[0.7    0.672  0.6714 0.6714]
1116	2	0	[1.028 0.962 1.001 1.012]
1117	1	2	[1.012  0.9785 1.028  0.962 ]
1118	0	3	[0.633  0.633  0.621  0.6436]
1119	0	0	[0.57   0.564  0.5693 0.5586]
1120	3	3	[0.5977 0.574  0.586  0.621 ]
1121	2	2	[0.6567 0.6797 0.68   0.657 ]
1122	3	3	[0.7515 0.757  0.7627 0.78  ]
1123	3	3	[0.7515 0.7627 0.757  0.7744]
1124	3	3	[0.6157 0.6104 0.61   0.6216]
1125	2	0	[0.863 0.84  0.84  0.829]
1126	3	1	[0.6694 0.6807 0.6636 0.6694]
1127	0	0	[0.824 0.795 0.751 0.806]
1128	3	3	[0.6665 0.6777 0.6836 0.689 ]
1129	2	2	[0.572  0.5605 0.5947 0.572 ]
1130	0	0	[0.6206 0.62   0.5864 0.62  ]
1131	2	1	[0.5986 0.6157 0.604  0.61  ]
1132	3	3	[0.6714 0.67   0.6714 0.699 ]
1133	2	0	[0.895  0.817  0.844  0.8174]
1134	2	0	[0.897  0.8857 0.8687 0.8916]
1135	1	0	[0.8228 0.8223 0.8228 0.8228]
1136	1	1	[0.8823 0.9663 0.932  0.955 ]
1137	3	0	[0.7666 0.699  0.7104 0.7383]
1138	3	3	[0.7573 0.7344 0.751  0.779 ]
1139	0	0	[0.557  0.557  0.5396 0.552 ]
1140	1	3	[0.675  0.6743 0.6753 0.6807]
1141	2	3	[0.6274 0.551  0.6274 0.6445]
1142	1	0	[0.918 0.896 0.857 0.851]
1143	3	1	[0.5596 0.589  0.577  0.5713]
1144	2	1	[0.5596 0.589  0.5835 0.577 ]
1145	1	0	[0.693  0.6763 0.6587 0.654 ]
1146	3	2	[0.501  0.4827 0.519  0.4949]
1147	3	2	[0.7056 0.7344 0.74   0.6777]
1148	1	0	[0.62   0.585  0.6025 0.5615]
1149	0	1	[0.683  0.6953 0.639  0.628 ]
1150	1	3	[0.6084 0.6143 0.632  0.637 ]
1151	2	2	[0.5674 0.527  0.579  0.532 ]
1152	2	0	[0.5674 0.527  0.55   0.532 ]
1153	0	2	[0.557  0.539  0.58   0.5625]
1154	1	2	[0.539  0.574  0.58   0.5625]
1155	0	0	[0.8916 0.8374 0.8916 0.881 ]
1156	3	3	[0.729  0.7295 0.7183 0.757 ]
1157	0	2	[0.6274 0.6274 0.6846 0.6167]
1158	1	3	[0.685 0.679 0.685 0.737]
1159	3	1	[0.526  0.5376 0.5317 0.52  ]
1160	3	1	[0.5522 0.593  0.5923 0.5815]
1161	3	1	[0.5522 0.593  0.5923 0.575 ]
1162	2	2	[0.578  0.578  0.5786 0.5723]
1163	2	1	[0.7803 0.7974 0.753  0.753 ]
1164	2	3	[0.761 0.761 0.756 0.772]
1165	3	3	[0.8735 0.868  0.8296 0.874 ]
1166	1	2	[0.5537 0.565  0.589  0.5527]
1167	2	0	[0.753  0.7417 0.742  0.7476]
1168	1	3	[0.753  0.7417 0.7476 0.7534]
1169	3	0	[0.76   0.7373 0.7437 0.726 ]
1170	3	3	[0.7373 0.7437 0.76   0.7656]
1171	2	3	[0.809  0.798  0.8374 0.838 ]
1172	3	2	[0.642  0.6533 0.6646 0.642 ]
1173	1	3	[0.5454 0.5396 0.54   0.557 ]
1174	3	1	[0.657  0.6685 0.6626 0.6626]
1175	0	1	[0.9175 0.9287 0.9116 0.912 ]
1176	2	0	[0.624  0.6064 0.613  0.618 ]
1177	0	2	[0.855 0.776 0.921 0.815]
1178	0	1	[0.798  0.8145 0.798  0.792 ]
1179	3	1	[0.723  0.7354 0.7173 0.729 ]
1180	1	3	[0.723  0.729  0.7173 0.7354]
1181	3	0	[0.5703 0.5586 0.552  0.547 ]
1182	0	0	[0.926  0.9146 0.92   0.9077]
1183	1	3	[0.909  0.9097 0.949  0.955 ]
1184	0	0	[0.672  0.65   0.6553 0.6616]
1185	2	3	[0.709  0.702  0.7246 0.725 ]
1186	3	0	[0.6416 0.6304 0.6304 0.636 ]
1187	0	0	[0.6616 0.645  0.645  0.6343]
1188	2	3	[0.5654 0.6177 0.6177 0.623 ]
1189	1	0	[0.647  0.647  0.607  0.6416]
1190	0	0	[0.623  0.612  0.617  0.6055]
1191	0	3	[0.738 0.755 0.726 0.766]
1192	0	0	[0.844  0.8213 0.7544 0.815 ]
1193	1	0	[1.083 1.007 1.023 1.007]
1194	3	1	[0.683  0.74   0.695  0.7114]
1195	1	0	[0.617  0.606  0.6006 0.6113]
1196	1	1	[0.7935 0.805  0.777  0.782 ]
1197	0	1	[0.548  0.5713 0.5303 0.542 ]
1198	0	2	[0.7617 0.7163 0.773  0.734 ]
1199	0	0	[0.773  0.7163 0.734  0.773 ]
1200	0	0	[0.9927 0.9526 0.918  0.9697]
1201	0	0	[0.823  0.7617 0.7896 0.767 ]
1202	2	2	[0.635  0.571  0.6514 0.629 ]
1203	3	3	[0.6714 0.6826 0.672  0.705 ]
1204	3	1	[0.619  0.6313 0.602  0.6084]
1205	1	1	[0.6265 0.632  0.603  0.6143]
1206	2	0	[0.6904 0.6343 0.6562 0.639 ]
1207	2	1	[0.762  0.7734 0.757  0.757 ]
1208	1	0	[0.7207 0.7095 0.676  0.71  ]
1209	2	0	[0.616  0.605  0.611  0.5938]
1210	2	0	[0.6147 0.5513 0.5625 0.5444]
1211	1	2	[0.584  0.5728 0.6133 0.5728]
1212	0	3	[0.93   0.9243 0.907  0.947 ]
1213	2	3	[0.907  0.9243 0.9414 0.947 ]
1214	0	2	[0.6807 0.647  0.6978 0.6807]
1215	0	0	[0.8237 0.8003 0.8174 0.7617]
1216	0	1	[0.699  0.7266 0.7095 0.6987]
1217	2	3	[0.6367 0.6377 0.6426 0.654 ]
1218	3	3	[0.782  0.799  0.7935 0.8164]
1219	3	1	[0.522  0.545  0.5273 0.545 ]
1220	1	2	[0.631  0.6533 0.6587 0.6416]
1221	1	2	[0.577  0.606  0.6177 0.612 ]
1222	1	1	[0.643  0.672  0.6084 0.6714]
1223	3	0	[0.76   0.6855 0.7197 0.6514]
1224	3	0	[0.9277 0.894  0.9277 0.8667]
1225	2	3	[0.8457 0.8354 0.8403 0.846 ]
1226	3	3	[0.6006 0.635  0.629  0.6465]
1227	1	2	[0.701  0.7227 0.7295 0.6953]
1228	1	1	[0.6714 0.735  0.6665 0.6885]
1229	3	1	[0.698  0.7383 0.738  0.7324]
1230	1	0	[0.679  0.6514 0.6636 0.646 ]
1231	3	2	[0.861  0.8833 0.8887 0.8887]
1232	1	2	[0.676  0.6587 0.681  0.6704]
1233	0	0	[0.6787 0.6675 0.667  0.668 ]
1234	3	0	[0.7705 0.7534 0.7427 0.7646]
1235	1	2	[0.7476 0.759  0.7754 0.7695]
1236	2	3	[0.546  0.5454 0.5283 0.5576]
1237	2	1	[0.678  0.684  0.6323 0.678 ]
1238	0	2	[0.6616 0.678  0.684  0.678 ]
1239	0	3	[0.741  0.73   0.73   0.7466]
1240	0	3	[0.769  0.7637 0.7583 0.7803]
1241	0	3	[0.5913 0.592  0.574  0.609 ]
1242	1	1	[0.777  0.7876 0.7876 0.7764]
1243	0	0	[0.83  0.682 0.739 0.768]
1244	2	2	[0.568  0.5264 0.5737 0.55  ]
1245	1	3	[0.579  0.6543 0.6543 0.6714]
1246	0	3	[0.8306 0.836  0.864  0.875 ]
1247	2	2	[0.7524 0.7573 0.7686 0.7573]
1248	0	1	[0.995 1.057 1.017 1.018]
1249	3	2	[0.676  0.681  0.6924 0.6865]
1250	1	1	[0.7046 0.722  0.677  0.7163]
1251	1	0	[0.785 0.78  0.769 0.769]
1252	0	0	[0.785 0.769 0.769 0.785]
1253	3	1	[0.78   0.7964 0.7905 0.785 ]
1254	1	2	[0.58   0.5806 0.6084 0.5806]
1255	0	2	[0.5854 0.58   0.6084 0.5806]
1256	0	2	[0.586  0.5913 0.6084 0.591 ]
1257	0	3	[0.58   0.591  0.5913 0.6084]
1258	1	3	[0.645  0.633  0.627  0.6562]
1259	0	3	[0.65   0.645  0.627  0.6562]
1260	1	0	[0.6567 0.6396 0.6284 0.623 ]
1261	0	3	[0.6265 0.643  0.6606 0.6772]
1262	0	2	[0.7676 0.7676 0.796  0.767 ]
1263	3	0	[0.6543 0.6206 0.6206 0.643 ]
1264	2	2	[0.645  0.6445 0.6846 0.639 ]
1265	3	3	[0.637 0.655 0.66  0.672]
1266	3	3	[0.655 0.637 0.66  0.666]
1267	1	1	[0.604  0.6045 0.587  0.5986]
1268	1	2	[0.6045 0.587  0.6387 0.593 ]
1269	3	1	[0.6045 0.6387 0.593  0.587 ]
1270	2	3	[0.537 0.543 0.554 0.577]
1271	2	3	[0.5425 0.525  0.5244 0.5664]
1272	1	0	[0.977  0.977  0.937  0.9536]
1273	3	0	[0.679 0.679 0.662 0.674]
1274	2	1	[0.7505 0.751  0.7397 0.751 ]
1275	0	2	[0.638  0.705  0.7056 0.705 ]
1276	3	1	[0.6094 0.6323 0.632  0.632 ]
1277	0	0	[0.8354 0.797  0.83   0.83  ]
1278	2	3	[0.8496 0.849  0.854  0.866 ]
1279	1	2	[0.8496 0.8438 0.866  0.849 ]
1280	2	3	[0.745  0.7285 0.762  0.7803]
1281	2	1	[0.5464 0.5933 0.57   0.564 ]
1282	3	0	[0.657  0.6455 0.6455 0.64  ]
1283	2	0	[0.657  0.6455 0.6396 0.6455]
1284	0	0	[0.7046 0.699  0.6934 0.688 ]
1285	3	2	[0.7515 0.757  0.7627 0.7515]
1286	3	3	[0.975 0.986 0.98  1.003]
1287	3	1	[0.9946 1.006  0.9995 1.    ]
1288	1	3	[0.6543 0.6826 0.6543 0.7456]
1289	0	1	[0.655  0.7456 0.6543 0.6543]
1290	3	2	[0.614  0.5796 0.6143 0.603 ]
1291	1	0	[0.6255 0.5796 0.6143 0.614 ]
1292	3	3	[0.687 0.687 0.693 0.71 ]
1293	0	2	[1.002 0.933 1.041 1.019]
1294	1	1	[1.055  1.071  0.9863 1.01  ]
1295	2	2	[0.688  0.6875 0.733  0.7275]
1296	0	2	[0.945  0.9727 0.9785 0.978 ]
1297	0	1	[0.945  0.9785 0.9727 0.978 ]
1298	3	2	[0.561  0.5728 0.5903 0.5728]
1299	1	2	[0.655  0.655  0.6553 0.655 ]
1300	2	2	[0.606  0.589  0.663  0.5947]
1301	0	0	[0.845  0.8447 0.8345 0.8394]
1302	0	2	[0.6494 0.6494 0.655  0.6274]
1303	2	3	[0.8984 0.8984 0.83   0.9033]
1304	2	1	[0.657  0.6743 0.6626 0.6743]
1305	3	1	[0.5996 0.605  0.5825 0.599 ]
1306	3	0	[0.7407 0.7407 0.718  0.735 ]
1307	1	1	[0.713  0.7354 0.724  0.7183]
1308	1	2	[0.8164 0.8276 0.8325 0.8105]
1309	1	2	[0.8105 0.816  0.8325 0.8164]
1310	3	0	[0.846 0.846 0.819 0.841]
1311	3	0	[0.846  0.819  0.846  0.8403]
1312	0	3	[0.722  0.7334 0.716  0.7393]
1313	3	2	[0.634  0.639  0.6445 0.6387]
1314	2	2	[0.7886 0.8174 0.829  0.8057]
1315	2	2	[0.766  0.7544 0.776  0.76  ]
1316	1	3	[0.765  0.771  0.755  0.8096]
1317	1	0	[0.8096 0.8096 0.765  0.782 ]
1318	0	3	[0.6646 0.6646 0.6646 0.665 ]
1319	3	1	[0.635  0.646  0.6406 0.635 ]
1320	3	3	[0.678  0.6953 0.673  0.7183]
1321	2	2	[0.789  0.7446 0.7896 0.756 ]
1322	0	3	[0.773  0.7446 0.756  0.789 ]
1323	3	0	[0.877  0.8203 0.821  0.843 ]
1324	3	1	[0.695  0.7065 0.6553 0.6953]
1325	3	0	[0.8223 0.7817 0.7656 0.7656]
1326	1	0	[0.722  0.712  0.7114 0.722 ]
1327	3	0	[0.657  0.6343 0.6406 0.6353]
1328	2	1	[0.5312 0.595  0.572  0.5605]
1329	3	2	[0.597  0.5977 0.6143 0.603 ]
1330	3	0	[0.617  0.611  0.6167 0.6113]
1331	0	0	[0.642 0.636 0.625 0.625]
1332	0	3	[0.6855 0.685  0.685  0.6914]
1333	2	2	[0.93   0.8965 0.947  0.913 ]
1334	2	0	[0.7705 0.7705 0.719  0.714 ]
1335	0	2	[0.71   0.6987 0.7153 0.704 ]
1336	0	1	[0.6353 0.641  0.641  0.641 ]
1337	2	3	[0.729  0.7573 0.752  0.774 ]
1338	3	1	[0.594  0.6006 0.583  0.572 ]
1339	0	0	[0.672  0.6665 0.62   0.672 ]
1340	2	1	[0.604  0.6387 0.621  0.6265]
1341	2	2	[0.696  0.684  0.7007 0.696 ]
1342	0	2	[0.6787 0.684  0.696  0.696 ]
1343	3	0	[0.6455 0.628  0.6284 0.639 ]
1344	1	0	[0.649  0.6436 0.6147 0.581 ]
1345	2	0	[0.73   0.684  0.7075 0.667 ]
1346	0	2	[0.743  0.732  0.765  0.7373]
1347	0	1	[0.6265 0.6494 0.633  0.6436]
1348	3	1	[0.595  0.6123 0.5835 0.5723]
1349	3	3	[0.6763 0.654  0.654  0.688 ]
1350	0	0	[0.834  0.7607 0.675  0.766 ]
1351	1	2	[0.675  0.7607 0.766  0.7607]
1352	0	3	[0.806  0.8447 0.801  0.8564]
1353	1	2	[0.6465 0.6797 0.68   0.6797]
1354	3	3	[0.6304 0.642  0.6367 0.6885]
1355	2	0	[0.6177 0.6177 0.6177 0.6177]
1356	1	0	[0.6304 0.585  0.6187 0.5903]
1357	2	0	[0.827  0.827  0.822  0.8213]
1358	2	2	[0.953  0.8745 0.9937 0.942 ]
1359	0	3	[0.6475 0.6694 0.6523 0.681 ]
1360	1	1	[0.6157 0.633  0.633  0.6157]
1361	0	1	[0.594  0.5996 0.5938 0.5405]
1362	2	1	[0.8535 0.886  0.8535 0.848 ]
1363	3	0	[0.7603 0.738  0.7266 0.738 ]
1364	3	2	[0.667  0.6777 0.6836 0.6777]
1365	1	1	[0.6025 0.6084 0.5854 0.585 ]
1366	3	3	[0.696  0.713  0.701  0.7417]
1367	0	0	[0.7227 0.705  0.717  0.7104]
1368	1	1	[0.9033 0.92   0.9146 0.9087]
1369	0	0	[1.12  1.088 1.041 1.084]
1370	3	0	[0.946  0.929  0.923  0.9233]
1371	0	1	[0.6416 0.659  0.659  0.6367]
1372	1	2	[0.6655 0.6875 0.688  0.6875]
1373	1	1	[0.717 0.751 0.751 0.745]
1374	0	3	[0.5522 0.5757 0.564  0.587 ]
1375	1	1	[0.6997 0.7446 0.705  0.7275]
1376	0	2	[0.604  0.6553 0.661  0.6562]
1377	1	2	[0.8613 0.856  0.889  0.8774]
1378	0	1	[0.7817 0.793  0.7817 0.793 ]
1379	2	0	[0.5693 0.564  0.546  0.558 ]
1380	0	3	[0.631  0.6084 0.6304 0.642 ]
1381	0	0	[0.66   0.6377 0.6597 0.6426]
1382	0	0	[0.9233 0.9067 0.873  0.9126]
1383	2	1	[0.7285 0.745  0.728  0.734 ]
1384	1	2	[0.7036 0.693  0.7095 0.698 ]
1385	3	3	[0.862  0.817  0.8447 0.8843]
1386	2	1	[0.726  0.7485 0.7485 0.7427]
1387	1	0	[0.7275 0.705  0.705  0.7163]
1388	3	1	[0.6064 0.6235 0.6006 0.595 ]
1389	3	2	[0.656  0.656  0.6836 0.6445]
1390	1	2	[0.933  0.9727 0.99   0.9336]
1391	3	1	[1.035 1.077 1.062 1.041]
1392	3	1	[1.062 1.077 1.035 1.04 ]
1393	2	2	[0.549  0.5493 0.554  0.5366]
1394	0	3	[0.739  0.7505 0.722  0.756 ]
1395	0	0	[0.762  0.756  0.722  0.7505]
1396	1	0	[0.8584 0.853  0.8525 0.8027]
1397	1	1	[0.689  0.6997 0.6997 0.6997]
1398	2	1	[0.6636 0.6807 0.6694 0.6523]
1399	0	0	[0.6577 0.641  0.641  0.6353]
1400	1	1	[0.641  0.6465 0.641  0.6353]
1401	0	1	[0.6523 0.6807 0.653  0.6636]
1402	0	2	[0.586  0.597  0.6094 0.603 ]
1403	0	0	[0.7373 0.6924 0.715  0.703 ]
1404	0	0	[0.7554 0.7266 0.6865 0.6353]
1405	3	3	[0.787  0.7593 0.77   0.798 ]
1406	0	0	[0.6245 0.584  0.5835 0.6064]
1407	3	0	[0.796  0.7847 0.7627 0.768 ]
1408	3	1	[0.5557 0.6714 0.6255 0.585 ]
1409	1	0	[0.6655 0.6245 0.6133 0.642 ]
1410	3	1	[0.6284 0.646  0.606  0.6343]
1411	3	2	[0.5723 0.5664 0.601  0.5664]
1412	2	2	[0.601  0.5664 0.6123 0.5723]
1413	1	0	[0.6187 0.578  0.601  0.613 ]
1414	2	1	[0.672  0.6772 0.6772 0.672 ]
1415	0	1	[0.661  0.667  0.6616 0.667 ]
1416	3	0	[0.667  0.667  0.6616 0.667 ]
1417	0	0	[0.847  0.808  0.7905 0.791 ]
1418	3	2	[0.6562 0.651  0.6626 0.6514]
1419	1	1	[0.973  0.984  0.9673 0.962 ]
1420	0	1	[0.643  0.6724 0.65   0.6035]
1421	3	3	[0.65   0.6035 0.6724 0.689 ]
1422	3	3	[0.6675 0.6836 0.6445 0.701 ]
1423	0	0	[0.7373 0.7085 0.731  0.714 ]
1424	0	0	[0.6353 0.6353 0.6187 0.6353]
1425	1	1	[0.7124 0.7407 0.6846 0.6895]
1426	2	1	[0.5938 0.6226 0.606  0.599 ]
1427	1	0	[0.6226 0.6226 0.5938 0.599 ]
1428	3	1	[0.6187 0.6357 0.6123 0.6016]
1429	1	0	[0.6357 0.6016 0.6187 0.6123]
1430	3	1	[0.702  0.7363 0.7134 0.725 ]
1431	0	2	[0.7354 0.7407 0.7573 0.746 ]
1432	1	0	[0.523  0.517  0.523  0.5166]
1433	0	0	[0.6123 0.543  0.5894 0.607 ]
1434	0	1	[0.5786 0.618  0.601  0.584 ]
1435	3	1	[0.767  0.778  0.75   0.7666]
1436	3	1	[0.863  0.9126 0.9126 0.8633]
1437	2	0	[0.634  0.5996 0.5874 0.5825]
1438	0	0	[0.859  0.83   0.842  0.8477]
1439	2	2	[0.83   0.8477 0.853  0.842 ]
1440	0	0	[0.664  0.6353 0.6465 0.6523]
1441	3	3	[0.6973 0.6978 0.6587 0.703 ]
1442	2	2	[0.8555 0.861  0.866  0.8613]
1443	0	3	[0.678  0.6836 0.678  0.7   ]
1444	2	2	[0.615  0.621  0.6265 0.621 ]
1445	1	0	[0.647  0.619  0.613  0.6074]
1446	0	0	[0.6035 0.5923 0.569  0.5806]
1447	0	1	[0.69   0.736  0.7354 0.7354]
1448	0	1	[0.629  0.6567 0.6455 0.6396]
1449	3	2	[0.5615 0.5264 0.573  0.573 ]
1450	1	2	[0.8555 0.8823 0.8877 0.861 ]
1451	3	1	[0.7363 0.737  0.708  0.737 ]
1452	0	3	[0.5327 0.5317 0.5728 0.5967]
1453	0	0	[0.8486 0.815  0.8433 0.826 ]
1454	2	0	[0.7383 0.721  0.721  0.7217]
1455	0	2	[0.8047 0.8105 0.8164 0.7827]
1456	2	1	[0.8105 0.8164 0.811  0.7827]
1457	2	2	[0.6274 0.6274 0.633  0.6274]
1458	0	1	[0.699  0.6997 0.6196 0.694 ]
1459	2	1	[0.669  0.7207 0.6694 0.63  ]
1460	0	3	[0.6533 0.676  0.648  0.677 ]
1461	1	0	[0.864  0.864  0.8467 0.8354]
1462	3	1	[0.769  0.7744 0.769  0.7686]
1463	2	3	[0.769  0.769  0.7686 0.7744]
1464	3	1	[0.6846 0.707  0.679  0.69  ]
1465	0	1	[0.7646 0.786  0.7812 0.7646]
1466	0	2	[0.7354 0.746  0.752  0.7407]
1467	2	1	[0.746  0.752  0.736  0.7407]
1468	1	3	[0.6963 0.691  0.714  0.719 ]
1469	1	3	[0.718  0.6724 0.683  0.723 ]
1470	3	0	[0.932  0.865  0.8755 0.8545]
1471	2	0	[0.932  0.865  0.876  0.8755]
1472	0	2	[0.7783 0.7837 0.8115 0.773 ]
1473	0	3	[0.834  0.8115 0.761  0.845 ]
1474	3	2	[0.795  0.8115 0.845  0.761 ]
1475	2	0	[0.746 0.746 0.746 0.723]
1476	1	2	[0.8535 0.859  0.87   0.87  ]
1477	1	3	[0.984 1.027 1.017 1.033]
1478	3	3	[0.613  0.6426 0.665  0.682 ]
1479	1	1	[0.889  0.9453 0.9004 0.9004]
1480	1	1	[0.656  0.6836 0.6445 0.65  ]
1481	1	3	[0.8193 0.836  0.836  0.8584]
1482	3	1	[0.9297 0.9404 0.918  0.9233]
1483	0	1	[0.7725 0.8125 0.7456 0.745 ]
1484	2	0	[0.6743 0.6    0.6514 0.628 ]
1485	2	1	[0.6826 0.706  0.644  0.6885]
1486	2	0	[0.56   0.5596 0.5425 0.5547]
1487	3	1	[0.5303 0.572  0.5596 0.5596]
1488	1	2	[0.5596 0.5303 0.572  0.5303]
1489	1	0	[0.6963 0.6904 0.691  0.6396]
1490	0	2	[0.5283 0.529  0.5454 0.534 ]
1491	1	3	[0.5366 0.537  0.5366 0.5483]
1492	3	2	[0.534  0.529  0.5454 0.5405]
1493	3	2	[0.5366 0.5366 0.5483 0.543 ]
1494	1	0	[0.739  0.733  0.7334 0.733 ]
1495	2	0	[0.6133 0.613  0.6074 0.59  ]
1496	3	2	[0.703  0.6978 0.726  0.6973]
1497	3	3	[0.802 0.785 0.757 0.842]
1498	0	2	[0.5767 0.553  0.5933 0.588 ]
1499	2	2	[0.5933 0.553  0.5938 0.588 ]
1500	1	2	[0.5737 0.5684 0.58   0.551 ]
1501	1	0	[0.58   0.5796 0.551  0.5737]
1502	1	1	[0.615  0.6484 0.6147 0.6377]
1503	2	2	[0.7583 0.7524 0.791  0.7637]
1504	2	2	[0.689  0.6836 0.695  0.6494]
1505	0	0	[0.655 0.598 0.621 0.655]
1506	2	2	[0.655 0.598 0.661 0.621]
1507	2	0	[0.656  0.6504 0.622  0.6504]
1508	0	3	[0.674  0.685  0.6685 0.697 ]
1509	2	2	[0.8237 0.841  0.8413 0.8193]
1510	1	3	[0.8926 0.9087 0.8926 0.909 ]
1511	0	3	[0.7354 0.736  0.736  0.752 ]
1512	0	3	[0.5967 0.5967 0.591  0.603 ]
1513	3	0	[0.6963 0.6226 0.6787 0.662 ]
1514	0	0	[0.6597 0.648  0.6533 0.6367]
1515	2	0	[0.7295 0.7007 0.7295 0.6777]
1516	1	2	[0.6694 0.675  0.687  0.6807]
1517	2	0	[0.6694 0.624  0.669  0.6123]
1518	0	0	[0.5967 0.5737 0.5737 0.574 ]
1519	2	0	[0.6724 0.6724 0.6553 0.656 ]
1520	0	3	[0.87   0.8813 0.8696 0.886 ]
1521	3	2	[0.7417 0.7476 0.759  0.7534]
1522	3	2	[0.833 0.855 0.866 0.839]
1523	2	3	[0.833 0.855 0.833 0.866]
1524	2	0	[0.711  0.6543 0.677  0.699 ]
1525	3	1	[0.6636 0.6855 0.6523 0.6577]
1526	3	1	[0.738 0.805 0.749 0.755]
