best_eval_accuracy = 0.6046901172529313
eval_accuracy = 0.6046901172529313
eval_loss = 0.9667929583054813
global_step = 624
loss = 0.2193882568359375
0	1	2	[-2.002 -1.58  -1.567 -3.465]
960	1	3	[-4.883 -4.043 -5.69  -3.852]
961	2	2	[-2.729  -0.55   -0.3054 -1.961 ]
962	2	2	[-7.195 -7.332 -4.67  -7.09 ]
963	0	1	[-0.5547 -0.5425 -2.201  -1.244 ]
964	2	2	[-2.916 -1.611  1.786 -2.236]
965	2	2	[-2.51  -2.412 -2.1   -2.938]
966	1	1	[-3.844 -2.908 -3.049 -3.732]
967	1	2	[-3.844 -3.385 -3.049 -3.732]
968	3	3	[ 0.2576 -0.5103 -0.6406  3.361 ]
969	2	1	[-2.947  -0.6274 -2.576  -3.74  ]
970	1	0	[-0.6274 -2.879  -2.947  -3.74  ]
971	1	0	[-2.465 -2.559 -3.248 -3.197]
972	2	2	[-3.814 -4.574 -1.514 -5.508]
973	0	0	[-0.596 -0.852 -3.783 -2.871]
974	2	2	[-2.479  -0.6846 -0.5947 -2.137 ]
975	1	1	[-4.99  -1.302 -3.047 -5.39 ]
976	2	2	[-4.04  -3.34   3.285 -1.949]
977	2	1	[-1.655  -0.9795 -1.615  -1.279 ]
978	2	2	[-3.803 -3.256  2.215 -1.373]
979	2	2	[-1.614  -1.176   0.6226 -0.476 ]
980	2	2	[-4.355 -3.12  -1.786 -5.33 ]
981	2	2	[-5.438 -5.453 -4.223 -5.75 ]
982	0	0	[-1.376 -5.598 -4.59  -5.5  ]
983	1	1	[-5.    -3.94  -4.676 -4.598]
984	0	0	[ 0.2291  0.1805 -1.296  -1.235 ]
985	1	2	[-0.9893  1.248   1.694  -1.699 ]
986	1	1	[-4.89  -2.42  -3.654 -4.41 ]
987	1	0	[-3.654 -5.7   -4.41  -4.89 ]
988	2	2	[-4.855 -4.457 -3.84  -5.016]
989	0	3	[-5.4   -5.016 -4.855 -4.457]
990	1	1	[-3.998 -2.084 -3.076 -3.125]
991	0	3	[ 1.243  -1.7295 -2.625   2.314 ]
992	1	2	[-5.42  -4.906 -2.787 -4.42 ]
993	1	0	[-3.33  -3.805 -4.523 -4.29 ]
994	1	0	[ 2.385   0.2969  1.069  -1.285 ]
995	3	3	[-5.55  -3.814 -5.652 -2.504]
996	1	1	[-2.783 -0.823 -2.479 -2.72 ]
997	2	0	[4.363 1.459 4.027 3.346]
998	0	0	[ 0.609 -3.785 -1.332 -2.393]
999	2	2	[-3.127 -5.094 -2.006 -5.227]
1000	3	3	[-0.378  -1.746  -2.246   0.2483]
1001	2	0	[ 0.5005 -2.354  -1.458  -0.549 ]
1002	1	0	[-1.461 -2.05  -1.547 -2.129]
1003	2	1	[-2.28   -0.3037 -3.98   -3.176 ]
1004	1	1	[-1.001  2.312 -3.871 -2.582]
1005	0	0	[ 2.254  -2.846   0.7397 -3.604 ]
1006	0	0	[-0.32  -3.97  -5.676 -4.074]
1007	0	3	[ 0.04382  0.9854  -0.4094   2.027  ]
1008	0	0	[ 0.1815 -3.293  -2.984  -3.217 ]
1009	1	1	[-2.422 -1.897 -4.684 -3.31 ]
1010	3	2	[-0.7476  1.36    1.684   0.973 ]
1011	3	1	[-0.7476  1.684   1.36    0.4175]
1012	1	1	[-1.361    0.09247 -2.443   -0.2808 ]
1013	2	2	[-2.443   -0.2808   0.04218 -1.361  ]
1014	2	2	[-1.845  0.511  1.205 -2.293]
1015	2	1	[-2.205  1.826  1.809 -1.604]
1016	3	2	[-0.1628  1.573   1.818  -0.1649]
1017	1	1	[-4.402 -3.244 -4.22  -3.361]
1018	0	0	[-3.135 -3.361 -4.402 -4.22 ]
1019	0	0	[ 4.168   -0.02199 -0.1654  -0.00872]
1020	2	2	[1.386  0.457  3.854  0.4104]
1021	2	2	[0.457  1.386  3.83   0.4104]
1022	3	3	[-0.728  -1.195  -0.9805  0.9688]
1023	1	2	[0.8745 3.559  3.912  2.762 ]
1024	1	1	[-5.17  -2.312 -4.7   -5.855]
1025	1	1	[ 0.5903  1.711  -0.536   1.356 ]
1026	2	2	[-5.02  -5.15  -3.443 -4.97 ]
1027	2	3	[-3.922 -4.89  -4.547 -2.234]
1028	2	2	[-1.423 -2.553 -0.323 -3.246]
1029	1	2	[ 0.5547  0.6924  0.812  -1.41  ]
1030	0	3	[ 0.7407  0.5547 -1.41    0.812 ]
1031	1	1	[-0.373  2.348 -2.367 -2.637]
1032	2	2	[-1.351  -0.6704  1.028  -1.847 ]
1033	3	2	[-5.207 -4.223 -3.826 -5.027]
1034	3	3	[-6.934  -5.965  -6.438  -0.2347]
1035	1	1	[-4.637  1.271 -4.938 -5.29 ]
1036	3	3	[-5.496 -5.168 -4.74  -3.998]
1037	0	3	[-1.608  -1.17   -0.9453  0.6343]
1038	2	2	[-4.02  -3.611 -2.18  -3.545]
1039	0	1	[-2.342 -1.952 -2.867 -3.703]
1040	2	2	[-3.81  -2.838 -1.795 -2.908]
1041	1	1	[-5.668 -4.41  -5.484 -5.418]
1042	1	1	[-1.935 -1.357 -2.762 -3.002]
1043	2	2	[-5.65  -4.58  -4.074 -4.75 ]
1044	2	2	[-2.014  -2.123   0.4497 -2.875 ]
1045	0	0	[-4.78  -5.3   -5.402 -5.535]
1046	0	3	[-2.965  -0.5454 -1.362  -0.463 ]
1047	2	0	[-3.045 -4.14  -3.316 -4.207]
1048	0	2	[-2.31  -4.117 -1.972 -3.803]
1049	2	2	[-3.334 -3.387 -2.379 -3.555]
1050	3	2	[-0.526  0.59   1.836  1.163]
1051	3	0	[ 0.7285 -2.492  -2.564   0.6777]
1052	0	2	[ 0.381  -2.492   0.7285 -2.564 ]
1053	1	0	[ 0.956 -2.527 -2.389 -2.121]
1054	1	0	[-0.7793 -2.389  -2.352  -1.548 ]
1055	3	2	[-1.777 -2.926 -1.579 -3.826]
1056	1	1	[-2.926 -1.252 -1.777 -1.579]
1057	1	1	[-1.005  2.805 -0.456 -1.01 ]
1058	2	2	[-3.879 -3.047 -1.397 -3.791]
1059	3	3	[-6.164 -6.492 -6.598 -3.559]
1060	0	0	[ 1.861  1.09  -2.266 -1.102]
1061	2	2	[-0.124   2.342   2.463  -0.5205]
1062	2	2	[-2.074 -3.62   2.861 -2.354]
1063	3	1	[-3.94  -3.344 -3.656 -3.875]
1064	1	1	[ 1.067    1.494   -0.05978 -1.122  ]
1065	2	2	[-5.176 -4.918 -1.257 -4.926]
1066	0	1	[-4.17  -3.25  -4.043 -4.64 ]
1067	3	2	[-4.64  -4.043 -3.25  -3.342]
1068	1	3	[-4.07  -4.01  -4.293 -3.355]
1069	1	3	[-4.07  -3.451 -4.293 -3.355]
1070	2	2	[-5.293   -5.516    0.05856 -5.65   ]
1071	3	3	[-3.756 -4.38  -2.506 -1.763]
1072	1	2	[-4.38  -2.648 -2.506 -3.756]
1073	3	1	[-4.863 -1.408 -3.133 -4.84 ]
1074	0	0	[-0.565 -4.863 -1.408 -3.133]
1075	0	0	[ 1.323 -3.303 -3.828 -2.889]
1076	0	3	[-1.072e+00 -4.238e+00  6.080e-04  7.559e-01]
1077	0	0	[ 3.332 -1.54  -1.638 -1.18 ]
1078	2	2	[-6.137 -5.73  -1.074 -5.15 ]
1079	3	3	[-3.729 -4.336 -4.98  -2.193]
1080	2	2	[2.008 1.829 3.41  1.8  ]
1081	3	3	[1.8   1.829 2.008 3.098]
1082	0	0	[-0.2256 -1.412  -2.955  -3.123 ]
1083	2	2	[-4.68  -6.375 -2.623 -6.23 ]
1084	2	2	[-0.2383 -2.682   0.827  -1.285 ]
1085	3	1	[-3.738 -0.737 -2.752 -2.781]
1086	1	1	[-4.457  -0.9937 -4.566  -4.074 ]
1087	0	0	[2.365  0.7446 1.254  1.867 ]
1088	1	0	[1.867  1.044  1.254  0.7446]
1089	3	3	[ 0.1199 -0.5073 -1.92    0.7095]
1090	3	1	[-0.9937  0.581  -3.346   0.2114]
1091	0	0	[-1.211 -1.932 -2.117 -2.084]
1092	3	0	[-0.8877 -2.973  -3.955  -1.637 ]
1093	3	3	[-1.859 -3.127 -2.818  1.433]
1094	2	2	[-1.166  -2.037   0.738   0.1599]
1095	1	1	[-4.684  2.117 -3.498 -3.56 ]
1096	3	1	[0.7417 2.568  2.504  2.234 ]
1097	2	2	[-2.201 -3.53  -2.19  -3.51 ]
1098	2	0	[2.26   0.4524 1.655  1.48  ]
1099	0	0	[2.629  2.26   0.4524 1.48  ]
1100	3	3	[-6.68  -6.453 -6.72  -5.754]
1101	3	3	[-0.6367 -2.11   -2.074   2.766 ]
1102	0	1	[ 1.109   1.346  -0.4307 -0.526 ]
1103	2	0	[ 1.946    0.7153   1.571   -0.03094]
1104	2	2	[-3.637 -5.01  -2.934 -5.035]
1105	0	0	[-0.322 -3.379 -1.744 -2.33 ]
1106	0	0	[-0.976 -4.625 -4.184 -2.932]
1107	3	3	[-0.947 -2.062 -1.762  2.498]
1108	3	3	[-2.5   -2.73  -2.645 -0.794]
1109	0	0	[-4.23  -6.117 -7.23  -5.45 ]
1110	1	1	[-1.415 -1.075 -1.797 -1.933]
1111	2	0	[ 0.5205 -2.283   0.0868 -0.1123]
1112	3	3	[-3.572  -1.516  -3.635   0.2477]
1113	1	1	[-3.68   2.037 -2.08  -4.145]
1114	2	2	[-5.01    -3.652    0.05606 -4.438  ]
1115	1	1	[-0.0736  0.3281 -1.074  -0.8525]
1116	2	3	[-2.371 -3.668 -1.784 -1.762]
1117	1	1	[-1.762 -1.229 -2.371 -3.668]
1118	0	0	[-0.2888 -2.305  -2.125  -2.93  ]
1119	0	0	[-1.409 -5.543 -4.77  -4.797]
1120	3	3	[-3.852  -2.307  -3.893  -0.1731]
1121	2	0	[-4.582 -5.418 -4.746 -5.43 ]
1122	3	2	[-2.098  -2.094   0.1904 -0.2064]
1123	3	1	[-2.098   0.1904 -2.094  -0.3223]
1124	3	0	[-4.53  -4.85  -4.66  -5.047]
1125	2	2	[-4.008  -5.684  -0.6094 -3.846 ]
1126	3	3	[-3.877 -3.559 -3.648 -3.445]
1127	0	0	[-0.526  -0.9023 -2.535  -0.957 ]
1128	3	3	[-2.873  -4.035  -3.854   0.4587]
1129	2	2	[-0.35  -1.731  1.513  1.471]
1130	0	1	[-0.8257 -0.2178 -4.363  -1.078 ]
1131	2	3	[-1.905 -3.162  0.822  1.065]
1132	3	3	[-6.855 -6.617 -6.754 -5.445]
1133	2	2	[-0.935 -1.94  -0.62  -1.1  ]
1134	2	2	[-6.516 -6.434 -5.652 -6.63 ]
1135	1	2	[-0.2913  0.3718  0.588   0.5635]
1136	1	3	[-3.479  -0.43   -1.959  -0.1853]
1137	3	3	[-0.5107 -3.332  -2.27   -0.136 ]
1138	3	1	[-2.453 -0.763 -2.297 -0.874]
1139	0	1	[-4.887 -4.48  -5.453 -6.01 ]
1140	1	3	[-1.737  -0.895  -0.5723 -0.2057]
1141	2	3	[-2.188 -4.31  -2.576 -1.553]
1142	1	1	[-1.319   0.5444 -2.586  -2.678 ]
1143	3	2	[-3.383  -1.633   0.8057 -4.008 ]
1144	2	3	[-3.383  -1.633  -3.691   0.8057]
1145	1	1	[-4.023   -0.06366 -2.605   -3.97   ]
1146	3	3	[-2.088  -2.666  -2.457  -0.2678]
1147	3	2	[-3.896 -4.836 -2.344 -2.693]
1148	1	1	[-2.535   0.4868 -2.03   -3.025 ]
1149	0	0	[ 3.076   1.304   2.408  -0.2903]
1150	1	3	[-5.492 -4.55  -4.66  -3.572]
1151	2	1	[-2.896  0.894 -1.681 -4.35 ]
1152	2	1	[-2.896  0.894 -0.561 -4.35 ]
1153	0	0	[-1.824 -3.982 -2.336 -2.53 ]
1154	1	1	[-3.982 -2.31  -2.336 -2.53 ]
1155	0	2	[ 0.7637 -1.068   1.082   0.515 ]
1156	3	3	[-2.922  -1.546  -2.922  -1.1455]
1157	0	2	[-4.617 -5.85  -4.566 -6.113]
1158	1	1	[3.48  4.223 1.853 2.674]
1159	3	3	[0.914 2.041 1.372 3.201]
1160	3	1	[-4.094 -2.557 -2.969 -2.986]
1161	3	3	[-4.094 -2.557 -2.969 -1.914]
1162	2	2	[-0.954 -3.342  1.749 -2.615]
1163	2	2	[-3.904  -3.361   0.1683 -3.012 ]
1164	2	0	[ 0.08496  0.02783 -1.885   -2.324  ]
1165	3	1	[0.7646 2.633  0.1458 1.183 ]
1166	1	1	[-4.86   0.257 -5.543 -5.223]
1167	2	2	[-5.67  -4.797 -3.506 -5.02 ]
1168	1	3	[-5.67  -4.54  -5.02  -3.943]
1169	3	3	[-5.3   -4.316 -5.246 -1.284]
1170	3	3	[-4.316 -5.246 -5.3   -2.254]
1171	2	0	[ 1.193  -0.116  -0.4924  0.1852]
1172	3	3	[-2.535 -4.13  -4.363 -2.008]
1173	1	1	[-6.5   -3.389 -6.734 -5.312]
1174	3	0	[-2.031 -3.69  -3.959 -2.43 ]
1175	0	0	[ 2.047 -2.395 -1.092 -2.031]
1176	2	2	[-3.855  -2.426   2.236  -0.0382]
1177	0	0	[ 1.425  -2.232   0.8613  0.7847]
1178	0	0	[ 1.113  -2.855   0.1846 -1.034 ]
1179	3	0	[-1.895 -3.105 -4.043 -4.363]
1180	1	0	[-1.895 -2.336 -4.043 -3.105]
1181	3	3	[ 1.981  2.291 -0.889  3.32 ]
1182	0	0	[ 0.2385 -3.215  -3.35   -3.514 ]
1183	1	1	[-1.482  2.373 -2.752 -3.605]
1184	0	2	[-0.05203 -2.156    3.12     0.6934 ]
1185	2	2	[-5.734  -5.965  -0.8677 -4.965 ]
1186	3	3	[-1.3545 -1.832   0.616   4.008 ]
1187	0	0	[ 0.1896 -3.16   -4.207  -0.9146]
1188	2	2	[-0.0905  1.059   2.57   -0.0381]
1189	1	1	[-2.703  -0.3308 -4.2    -1.437 ]
1190	0	0	[-1.852 -4.707 -5.297 -3.822]
1191	0	1	[-3.33  -2.768 -3.21  -5.285]
1192	0	1	[-1.626    0.04626 -1.8     -2.225  ]
1193	1	1	[-0.3206  1.83   -1.118  -1.692 ]
1194	3	3	[-2.746   -0.5005  -2.744   -0.00797]
1195	1	1	[-4.074 -2.754 -3.824 -3.93 ]
1196	1	1	[-3.537 -3.371 -3.387 -4.047]
1197	0	0	[ 0.1688 -0.6196 -2.893  -5.74  ]
1198	0	1	[-2.701 -2.387 -2.768 -3.084]
1199	0	0	[-1.028 -2.387 -3.084 -2.768]
1200	0	1	[-2.545 -2.39  -3.143 -2.459]
1201	0	2	[-0.2712 -3.617   1.767  -0.1655]
1202	2	2	[ 1.816 -1.411  3.82  -1.179]
1203	3	3	[-4.777  -4.984  -3.797   0.6895]
1204	3	3	[-5.523 -5.53  -5.945 -4.977]
1205	1	1	[-1.392   2.889  -0.4048 -0.612 ]
1206	2	2	[-4.125  -2.793  -0.3022 -4.246 ]
1207	2	2	[ 0.03613 -0.7437   3.205   -0.5635 ]
1208	1	1	[-3.256 -2.018 -4.15  -2.5  ]
1209	2	2	[-3.113 -3.525  2.66  -4.17 ]
1210	2	1	[-2.453 -1.382 -5.156 -3.88 ]
1211	1	1	[-6.75  -1.321 -6.953 -5.785]
1212	0	3	[ 1.7   -0.558 -2.682  2.305]
1213	2	2	[-2.682 -0.558  3.174  2.305]
1214	0	0	[5.758 4.348 2.988 4.363]
1215	0	0	[ 0.6724  0.3328 -2.68   -3.256 ]
1216	0	3	[-4.125 -3.658 -4.82  -2.97 ]
1217	2	2	[-5.004  -3.068  -0.4365 -3.508 ]
1218	3	3	[-3.67  -3.838 -3.43   2.398]
1219	3	0	[-3.6   -4.555 -4.69  -4.227]
1220	1	1	[-5.453 -2.986 -6.453 -5.723]
1221	1	1	[-2.207   0.2517 -1.432  -1.391 ]
1222	1	3	[ 0.4084  0.1443 -3.24    2.213 ]
1223	3	1	[-1.219   -0.01147 -0.1858  -0.7617 ]
1224	3	0	[-0.666 -2.72  -3.002 -2.902]
1225	2	2	[-1.693  -1.904   0.766  -0.8545]
1226	3	3	[-3.758 -3.678 -4.117 -3.352]
1227	1	1	[-3.951   0.8013 -5.227  -5.195 ]
1228	1	3	[ 0.1206 -0.3176 -1.616   0.3162]
1229	3	3	[-4.363 -4.05  -2.836 -0.666]
1230	1	2	[-0.8867 -2.688   0.2343 -2.113 ]
1231	3	3	[-3.688 -2.623 -2.232 -0.454]
1232	1	1	[-2.506 -1.689 -3.19  -2.34 ]
1233	0	0	[ 0.899   0.8843 -0.9614 -3.36  ]
1234	3	0	[-4.707 -6.125 -5.582 -5.504]
1235	1	1	[-5.46 -4.46 -6.2  -5.04]
1236	2	3	[-2.771 -5.223 -2.746 -1.756]
1237	2	2	[1.199 2.469 2.512 1.001]
1238	0	0	[3.205 1.199 2.469 1.001]
1239	0	0	[ 2.342   0.2646 -1.301  -1.11  ]
1240	0	3	[-5.074 -6.082 -4.812 -4.703]
1241	0	0	[ 3.43  -2.232 -4.43  -1.6  ]
1242	1	0	[-1.359 -3.213 -1.711 -4.098]
1243	0	3	[ 1.228  -1.524  -0.9756  1.267 ]
1244	2	0	[-2.121 -3.781 -2.838 -2.215]
1245	1	2	[-1.286 -1.246 -0.734 -1.338]
1246	0	0	[ 0.2964 -1.389  -1.209  -0.599 ]
1247	2	2	[-3.959 -3.121 -2.41  -4.113]
1248	0	3	[-4.957 -5.227 -4.395 -4.242]
1249	3	3	[-0.9126 -1.503  -0.598   3.193 ]
1250	1	0	[-0.759 -2.77  -2.521 -1.72 ]
1251	1	1	[-0.5327  1.119  -1.078  -2.79  ]
1252	0	3	[-1.096  -2.79   -1.078  -0.5327]
1253	3	3	[-4.11  -1.655 -1.185 -0.325]
1254	1	3	[-1.038  -2.438  -3.723  -0.8057]
1255	0	0	[-0.716  -1.038  -3.723  -0.8057]
1256	0	1	[-2.574 -2.379 -3.666 -2.98 ]
1257	0	0	[ 0.566 -2.98  -2.379 -3.666]
1258	1	1	[-3.19  -2.006 -3.014 -4.023]
1259	0	0	[-2.629 -3.19  -3.014 -4.023]
1260	1	2	[-2.37  -2.348 -2.29  -3.191]
1261	0	0	[-0.3906 -1.372  -1.892  -2.21  ]
1262	0	0	[-2.807 -4.27  -4.723 -4.156]
1263	3	3	[-2.736  -2.887  -1.872  -0.7783]
1264	2	2	[3.684 3.215 4.316 3.268]
1265	3	2	[-1.794 -2.734 -1.417 -2.57 ]
1266	3	2	[-2.734 -1.794 -1.417 -1.967]
1267	1	3	[-1.412 -1.104 -1.982 -1.067]
1268	1	3	[-0.1915 -1.62   -1.794   0.7705]
1269	3	2	[-0.1915 -1.794   0.7705 -1.62  ]
1270	2	2	[-2.14  -1.813  2.36  -2.58 ]
1271	2	2	[-5.01    -4.895    0.01952 -3.023  ]
1272	1	1	[-3.982 -3.7   -3.893 -4.938]
1273	3	1	[-1.226 -1.083 -2.062 -1.275]
1274	2	3	[-0.727  -0.7935 -0.9966 -0.1719]
1275	0	1	[-1.968   0.2544 -0.1626 -0.8022]
1276	3	1	[-4.09  -1.962 -4.42  -3.96 ]
1277	0	0	[ 0.1886 -3.29   -1.391  -1.648 ]
1278	2	2	[-1.32  -1.377  0.592 -3.34 ]
1279	1	0	[-1.32  -1.727 -3.34  -1.377]
1280	2	0	[-3.164 -4.27  -4.414 -4.617]
1281	2	2	[-2.854 -3.3   -1.216 -4.35 ]
1282	3	3	[-3.092 -4.414 -2.34  -1.63 ]
1283	2	3	[-3.092 -4.414 -2.959 -2.34 ]
1284	0	0	[ 1.854   1.205  -1.162  -0.2478]
1285	3	3	[-0.1179 -1.232  -0.9316  1.356 ]
1286	3	3	[-5.633 -4.91  -6.254 -0.826]
1287	3	2	[-0.978 -1.826  2.336  0.944]
1288	1	3	[-5.562 -4.38  -4.402 -4.03 ]
1289	0	0	[-3.697 -4.03  -4.402 -5.562]
1290	3	3	[-4.184 -5.293 -3.973 -3.893]
1291	1	2	[-5.008 -5.293 -3.973 -4.184]
1292	3	2	[-0.7207 -0.923   0.631   0.533 ]
1293	0	0	[-1.13  -2.87  -3.314 -2.637]
1294	1	1	[0.2961 2.164  1.662  0.8174]
1295	2	2	[-2.627  -2.064   0.3596 -3.625 ]
1296	0	1	[-4.164 -2.85  -3.998 -4.36 ]
1297	0	2	[-4.164 -3.998 -2.85  -4.36 ]
1298	3	0	[-0.673 -1.038 -1.553 -3.033]
1299	1	1	[-1.421   0.798   0.5117  0.6387]
1300	2	3	[-4.75  -4.58  -3.648 -3.428]
1301	0	0	[ 2.41    2.225  -0.3079  1.177 ]
1302	0	0	[ 3.98    -1.782   -0.4153   0.00982]
1303	2	0	[ 1.08    0.8794 -0.729   0.4534]
1304	2	3	[-3.47   -1.38   -0.595  -0.3997]
1305	3	0	[ 0.571 -5.688 -4.652 -2.197]
1306	3	3	[-0.528 -0.711 -3.156  2.338]
1307	1	1	[-3.227   1.446   0.9634 -3.164 ]
1308	1	2	[-4.465 -3.527 -3.176 -4.656]
1309	1	1	[-4.656 -0.16  -3.176 -4.465]
1310	3	3	[-3.844 -3.084 -4.348 -2.67 ]
1311	3	2	[-3.844 -4.348 -3.084 -3.262]
1312	0	0	[-0.085 -5.23  -4.348 -4.977]
1313	3	3	[-4.47   -5.54   -5.375  -0.6943]
1314	2	2	[-0.9346 -1.216   2.488  -1.3125]
1315	2	3	[-3.352  -3.232  -0.5215  0.552 ]
1316	1	1	[-3.396 -1.127 -3.74  -2.746]
1317	1	1	[-2.746 -1.224 -3.396 -3.11 ]
1318	0	3	[1.551 1.8   1.464 1.896]
1319	3	1	[-4.113   0.4036 -4.055  -1.094 ]
1320	3	2	[-5.05  -5.598 -4.727 -4.855]
1321	2	0	[-3.62  -5.03  -4.957 -4.664]
1322	0	3	[-4.074 -5.03  -4.664 -3.62 ]
1323	3	3	[-4.45  -4.484 -4.523 -4.266]
1324	3	3	[1.211  0.8506 0.4148 1.433 ]
1325	3	3	[-0.2147 -1.391   0.989   1.377 ]
1326	1	1	[-5.363 -4.14  -4.727 -5.383]
1327	3	3	[-4.082 -3.629 -3.24  -0.746]
1328	2	2	[-3.281   0.2515  1.97   -0.903 ]
1329	3	3	[-0.301  0.82  -2.305  1.394]
1330	3	0	[ 2.078  -1.575  -2.145  -0.3972]
1331	0	0	[ 0.591 -4.54  -3.943 -3.982]
1332	0	0	[-1.052 -1.566 -1.84  -1.929]
1333	2	1	[-5.695 -5.457 -5.75  -5.93 ]
1334	2	0	[-3.18  -3.219 -5.062 -3.658]
1335	0	2	[-2.764 -2.492 -0.577 -2.277]
1336	0	1	[1.277  2.287  0.6055 0.3022]
1337	2	1	[-1.664  -0.2969 -0.701  -1.275 ]
1338	3	3	[-6.55  -4.824 -6.703 -0.706]
1339	0	0	[ 2.39  -1.102 -3.31   1.701]
1340	2	2	[-4.504 -3.656 -2.385 -3.707]
1341	2	3	[-4.844  -4.746  -3.951   0.2312]
1342	0	0	[ 1.268  -4.746   0.2312 -4.844 ]
1343	3	3	[-3.475 -1.825 -4.184  2.16 ]
1344	1	1	[3.32  3.97  3.186 0.98 ]
1345	2	2	[-1.028   0.6353  1.09    0.2837]
1346	0	0	[-2.752 -4.633 -5.977 -5.027]
1347	0	3	[-3.049 -4.36  -4.566 -2.865]
1348	3	1	[-4.09  -2.492 -4.242 -3.68 ]
1349	3	3	[-4.566 -3.275 -4.31   1.535]
1350	0	1	[-1.838  -0.3362 -3.504  -2.234 ]
1351	1	3	[-3.504  -3.209  -2.234  -0.3362]
1352	0	3	[-4.996 -4.734 -6.09  -4.36 ]
1353	1	1	[-3.533  -0.1954 -4.59   -5.887 ]
1354	3	3	[-6.184 -5.945 -5.25  -2.596]
1355	2	1	[-0.906   0.7188  0.3298 -0.6123]
1356	1	1	[-3.38  -2.69  -5.555 -3.312]
1357	2	0	[ 0.8843  0.522  -1.121  -0.524 ]
1358	2	0	[ 1.948 -2.068 -2.775  0.646]
1359	0	0	[-0.433 -0.948 -3.918 -3.059]
1360	1	3	[0.4805 1.8125 0.672  3.086 ]
1361	0	2	[ 1.363  1.017  1.371 -3.748]
1362	2	2	[-4.066  -4.332  -0.8486 -4.055 ]
1363	3	0	[-1.386 -4.27  -4.46  -2.566]
1364	3	3	[-2.957 -3.57  -2.256 -1.612]
1365	1	3	[-4.57  -3.842 -4.3   -3.451]
1366	3	2	[1.608 3.076 3.602 3.057]
1367	0	0	[-0.6157 -1.403  -1.11   -1.004 ]
1368	1	1	[-2.059  1.725 -2.338 -1.415]
1369	0	0	[ 2.674   1.141  -0.2834 -0.5225]
1370	3	3	[-5.492 -5.086 -4.742 -2.828]
1371	0	1	[-1.934 -1.413 -3.594 -4.18 ]
1372	1	1	[-2.352 -1.683 -2.709 -3.236]
1373	1	2	[-3.627 -3.521 -3.209 -3.477]
1374	0	3	[-4.31  -5.746 -5.375 -2.611]
1375	1	1	[0.2024 3.25   0.3293 0.5312]
1376	0	2	[-5.46  -5.457 -4.215 -4.277]
1377	1	3	[-0.6504 -0.8457 -0.682  -0.481 ]
1378	0	1	[ 1.855e+00  2.250e+00 -3.008e+00  2.396e-04]
1379	2	0	[ 3.861 -0.711  2.752  0.609]
1380	0	3	[-0.6904 -1.885  -0.593   0.8535]
1381	0	0	[ 0.128 -5.523 -4.8   -4.48 ]
1382	0	1	[ 1.69    1.906  -0.892  -0.7803]
1383	2	2	[-3.186  -4.14   -0.7524 -2.48  ]
1384	1	1	[-4.973   1.4795 -5.816  -1.975 ]
1385	3	0	[ 2.232  -1.742   0.766  -0.4192]
1386	2	2	[-1.907 -2.217  2.32  -2.498]
1387	1	1	[-5.25  -3.125 -3.818 -4.04 ]
1388	3	3	[ 1.236  -0.7627 -0.3645  3.012 ]
1389	3	3	[-6.047 -5.777 -3.922 -3.838]
1390	1	2	[ 0.02107  0.9507   1.101   -1.682  ]
1391	3	3	[-2.723  -0.8906 -3.146   0.0918]
1392	3	1	[-3.146  -0.8906 -2.723  -1.637 ]
1393	2	2	[-2.572   0.5464  0.9717 -2.094 ]
1394	0	0	[ 2.086   1.665  -0.2842 -0.8174]
1395	0	0	[ 2.03   -0.8174 -0.2842  1.665 ]
1396	1	1	[-0.9595   0.4548   0.07635 -2.408  ]
1397	1	1	[-3.594    0.02928 -3.826   -0.7314 ]
1398	2	2	[-2.016 -1.075 -0.848 -3.383]
1399	0	0	[-0.727 -1.04  -3.383 -1.726]
1400	1	1	[-3.383  -0.6953 -1.04   -1.726 ]
1401	0	1	[-3.383 -1.075 -2.834 -2.016]
1402	0	2	[-3.072 -2.75  -2.61  -4.1  ]
1403	0	2	[-0.3198 -0.9604  0.888  -0.3535]
1404	0	0	[ 2.727   -0.01323  2.146    0.42   ]
1405	3	3	[ 0.7896  0.2043 -0.648   3.836 ]
1406	0	0	[-0.1545 -1.89   -1.223  -2.764 ]
1407	3	3	[-3.982 -3.828 -4.41  -2.06 ]
1408	3	3	[-5.83  -3.059 -4.645 -2.422]
1409	1	3	[-2.201  -1.35   -3.305   0.6523]
1410	3	3	[-1.572  -1.96   -2.555   0.8457]
1411	3	3	[-2.033 -3.85  -3.541 -1.603]
1412	2	3	[-3.541 -3.85  -3.312 -2.033]
1413	1	2	[-2.623 -4.066 -1.334 -2.848]
1414	2	2	[-1.424  -0.8823  1.321  -2.63  ]
1415	0	2	[-0.3376 -2.545   0.5938 -1.845 ]
1416	3	2	[-0.1492 -1.845   0.5938 -2.545 ]
1417	0	0	[-2.025 -4.176 -2.842 -4.336]
1418	3	3	[-4.85 -6.21 -5.64 -2.67]
1419	1	1	[-2.662   0.4412 -4.125  -3.332 ]
1420	0	0	[ 4.09   2.229  0.902 -1.035]
1421	3	3	[ 0.902 -1.035  2.229  2.44 ]
1422	3	3	[ 0.8096 -0.6963 -0.5894  1.571 ]
1423	0	0	[-3.838 -3.912 -5.    -4.715]
1424	0	3	[-2.791 -4.645 -4.39  -2.756]
